question,answer,input_tokens,output_tokens,total_tokens,response_time_seconds,p99_processing_time,p95_processing_time,avg_processing_time,page_count,avg_time_per_page,p99_time_per_page,p95_time_per_page,tokens_per_page
Why will Rose Co.'s deposit schedule change from 2024 to 2025?,"Rose Co.'s deposit schedule will change from monthly in 2024 to semiweekly in 2025 because its tax liability in the lookback period increased. For 2024, the lookback period showed $48,000 in taxes (below the $50,000 threshold), but for 2025, the lookback period showed $51,000 in taxes (exceeding the $50,000 threshold).",,,,,,,,,,,,
How does the lookback period differ for employers of farmworkers compared to other employers?,"For employers of farmworkers like Red Co., the lookback period is based on the calendar year rather than quarters. Red Co.'s lookback period for 2025 is the calendar year 2023, while for 2026, it's the calendar year 2024. Other employers like Rose Co. use a lookback period consisting of four specific quarters (third quarter through second quarter of the following year).",,,,,,,,,,,,
What is the threshold amount that determines if a deposit is required for the lookback period in calendar year 2024?,"The threshold amount for the lookback period in calendar year 2024 is $60,000. The text states that deposits are required if the amount ""for its lookback period ($60,000 for calendar year 2024) exceeded $50,000.""",,,,,,,,,,,,
When is a deposit considered timely if it falls on a non-business day?,"A deposit is considered timely if it is made by the close of the next business day when the required deposit day isn't a business day. The text provides an example that if a deposit is required on a Friday that is a legal holiday, it will be considered timely if made by the following Monday (assuming Monday is a business day).",,,,,,,,,,,,
How many business days do semiweekly schedule depositors have to make a deposit after the close of the semiweekly period?,"Semiweekly schedule depositors have at least 3 business days following the close of the semiweekly period to make a deposit. Additionally, if any of those 3 weekdays is a legal holiday, they get an additional day for each day that is a legal holiday to make the required deposit.",,,,,,,,,,,,
What extension is given for tax deposits when a legal holiday occurs?,"When a legal holiday occurs, depositors are given an additional business day for each legal holiday to make the required deposit. For example, if a semiweekly schedule depositor accumulated taxes for payments made on Friday and the following Monday is a legal holiday, the deposit normally due on Wednesday may be made on Thursday (allowing 3 business days to make the deposit).",,,,,,,,,,,,
What legal holidays are recognized for tax deposit purposes in 2025?,"For tax deposit purposes in 2025, the recognized legal holidays are: January 1 (New Year's Day), January 20 (Birthday of Martin Luther King, Jr./Inauguration Day), February 17 (Washington's Birthday), April 16 (District of Columbia Emancipation Day), May 26 (Memorial Day), June 19 (Juneteenth National Independence Day), July 4 (Independence Day), September 1 (Labor Day), October 13 (Indigenous Peoples' Day/Columbus Day), November 11 (Veterans Day), November 27 (Thanksgiving Day), and December 25 (Christmas Day).",,,,,,,,,,,,
"What do the terms ""monthly schedule depositor"" and ""semiweekly schedule depositor"" refer to?","The terms ""monthly schedule depositor"" and ""semiweekly schedule depositor"" do not refer to how often a business pays its employees or how often deposits are required. Instead, these terms identify which set of deposit rules a business must follow when an employment tax liability arises.",,,,,,,,,,,,
What determines which set of deposit rules an employer must follow for employment taxes?,"The deposit rules are based on the dates when wages are paid (cash basis), not on when tax liabilities are accrued for accounting purposes. The terms identify which set of deposit rules must be followed when an employment tax liability arises.",,,,,,,,,,,,
How does a monthly schedule depositor handle tax deposits when they have seasonal employees?,"As shown in the Spruce Co. example, a monthly schedule depositor with seasonal employees must deposit the combined tax liabilities for paydays in a month by the 15th of the following month. If no wages are paid in a month (like Spruce Co. in April), there is no deposit requirement for that month since there is no tax liability.",,,,,,,,,,,,
